Study area,Scenario,10th Percentile,50th Percentile,90th Percentile
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI3_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI3_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI3_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI4_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI4_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI4_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI5_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI5_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261080_VEI5_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI3_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI3_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI3_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI4_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI4_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI4_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI5_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI5_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",261270_VEI5_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI3_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI3_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI3_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI4_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI4_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI4_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI5_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI5_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",262000_VEI5_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI3_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI3_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI3_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI4_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI4_05,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI4_09,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI5_01,0.0,0.0,0.0
"Paranaque, Fourth District, Metro Manila, Philippines",263060_VEI5_05,0.0,0.0,0.0
